title,link,authors,publication
Hyperheuristic approaches for multiobjective optimisation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Z5m8FVwuT1cC,"EK Burke, JD Landa Silva, E Soubeiga","Proceedings of the Fifth Metaheuristics International Conference (MIC 2003 …, 2003"
A constructive approach to examination timetabling based on adaptive decomposition and ordering,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:prdVHNxh-e8C,"S Abdul-Rahman, EK Burke, A Bargiela, B McCollum, E Özcan","Annals of Operations Research 218 (1), 3-21, 2014"
A greedy gradient-simulated annealing selection hyper-heuristic,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:wLxue7F8ec0C,"M Kalender, A Kheiri, E Özcan, EK Burke","Soft Computing 17 (12), 2279-2292, 2013"
Three methods to automate the space allocation process in UK universities,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:vbGhcppDl1QC,"EK Burke, P Cowling, JD Landa Silva, B McCollum","International Conference on the Practice and Theory of Automated Timetabling …, 2000"
Adaptive selection of heuristics for improving exam timetables,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:w0F2JDEymm0C,"EK Burke, R Qu, A Soghier","Annals of Operations Research 218 (1), 129-145, 2014"
Searching the hyper-heuristic design space,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:A8cqit5AE6sC,"J Swan, J Woodward, E Özcan, G Kendall, E Burke","Cognitive Computation 6 (1), 66-73, 2014"
Comparison of meta-heuristic algorithms for clustering rectangles,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:tYavs44e6CUC,"E Burke, G Kendall","Computers & Industrial Engineering 37 (1-2), 383-386, 1999"
The efficiency of indicator-based local search for multi-objective combinatorial optimisation problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:UxriW0iASnsC,"M Basseur, A Liefooghe, K Le, EK Burke","Journal of Heuristics 18 (2), 263-296, 2012"
A simulated annealing hyper-heuristic for university course timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:4vMrXwiscB8C,"R Bai, EK Burke, G Kendall, B McCullum","Abstract) PATAT 6, 2006"
A methodology for determining an effective subset of heuristics in selection hyper-heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:WIXB4To3Tx4C,"JA Soria-Alcaraz, G Ochoa, MA Sotelo-Figeroa, EK Burke","European Journal of Operational Research 260 (3), 972-983, 2017"
Linear combinations of heuristics for examination timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:LdasjJ6CEcoC,"EK Burke, N Pham, R Qu, J Yellen","Annals of Operations Research 194 (1), 89-109, 2012"
An examination of take-off scheduling constraints at London Heathrow airport,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:YohjEiUPhakC,"JAD Atkin, EK Burke, JS Greenwood, D Reeson","Public Transport 1 (3), 169-187, 2009"
An evolutionary approach to cancer chemotherapy scheduling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:S16KYo8Pm5AC,"G Ochoa, M Villasana, EK Burke","Genetic Programming and Evolvable Machines 8 (4), 301-318, 2007"
A comparison of two methods for reducing take-off delay at London Heathrow airport,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:wKETBy42zhYC,"JAD Atkin, EK Burke, JS Greenwood","Journal of Scheduling 14 (5), 409-421, 2011"
A more realistic approach for airport ground movement optimisation with stand holding,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:FiytvqdAVhgC,"JAD Atkin, EK Burke, S Ravizza","Proceedings of the 5th multidisciplinary international scheduling conference …, 2011"
The automation of the timetabling process in higher education,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:q3CdL3IzO_QC,"EK Burke, DG Elliman, RF Weare","Journal of Educational Technology Systems 23 (4), 353-362, 1995"
A squeaky wheel optimisation methodology for two-dimensional strip packing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Ak0FvsSvgGUC,"EK Burke, MR Hyde, G Kendall","Computers & Operations Research 38 (7), 1035-1044, 2011"
Integrating neural networks and logistic regression to underpin hyper-heuristic search,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:WF5omc3nYNoC,"J Li, EK Burke, R Qu","Knowledge-Based Systems 24 (2), 322-330, 2011"
A novel fuzzy approach to evaluate the quality of examination timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:lSLTfruPkqcC,"H Asmuni, EK Burke, JM Garibaldi, B McCollum","International Conference on the Practice and Theory of Automated Timetabling …, 2006"
A Multi-Start Very Large Neighbourhood Search Approach with Local Search Methods for Examination Timetabling.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:e_rmSamDkqQC,"S Abdullah, EK Burke","ICAPS, 334-337, 2006"
"A decomposition, construction and post-processing approach for nurse rostering",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ruyezt5ZtCIC,"P Brucker, R Qu, E Burke, G Post",
A new model and a hyper-heuristic approach for two-dimensional shelf space allocation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:IWHjjKOFINEC,"R Bai, T Van Woensel, G Kendall, EK Burke","4or 11 (1), 31-55, 2013"
Adaptive iterated local search for cross-domain optimisation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:PaBasH6fAo0C,"EK Burke, M Gendreau, G Ochoa, JD Walker","Proceedings of the 13th annual conference on Genetic and evolutionary …, 2011"
"An ejection chain method and a branch and price algorithm applied to the instances of the first international nurse rostering competition, 2010",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:GUYAmugLYisC,"EK Burke, T Curtois","Proceedings of the 8th International Conference on the Practice and Theory …, 2010"
An investigation of a genetic algorithm and sequential local search approach for curriculum-based course timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:LgRImbQfgY4C,"S Abdullah, H Turabieh, B McCollum, EK Burke","Proc. Multildisciplinary International Conference on Scheduling: Theory and …, 2009"
Evolving reusable 3d packing heuristics with genetic programming,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:8d8msizDQcsC,"S Allen, EK Burke, M Hyde, G Kendall","Proceedings of the 11th Annual conference on Genetic and evolutionary …, 2009"
Adaptive decomposition and construction for examination timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ClCfbGk0d_YC,"R Qu, EK Burke","Proceedings of the 3rd Multidisciplinary International Scheduling: Theory …, 2007"
Breakout local search for the multi-objective gate allocation problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:hfzGNhXhx5MC,"U Benlic, EK Burke, JR Woodward","Computers & Operations Research 78, 80-93, 2017"
"TSAT allocation at London Heathrow: the relationship between slot compliance, throughput and equity",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=100&pagesize=100&citation_for_view=rUHfmpQAAAAJ:0CzhzZyukY4C,"JAD Atkin, EK Burke, JS Greenwood","Public Transport 2 (3), 173-198, 2010"
Memory length in hyper-heuristics: An empirical study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:OP4eGU-M3BUC,"R Bai, EK Burke, M Gendreau, G Kendall, B McCollum","2007 IEEE Symposium on Computational Intelligence in Scheduling, 173-178, 2007"
The teaching space allocation problem with splitting,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:foquWX3nUaYC,"C Beyrouthy, EK Burke, D Landa-Silva, B McCollum, P McMullan, ...","International Conference on the Practice and Theory of Automated Timetabling …, 2006"
A fuzzy sets based generalization of contact maps for the overlap of protein structures,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:epqYDVWIO7EC,"D Pelta, N Krasnogor, C Bousono-Calzon, JL Verdegay, J Hirst, E Burke","Fuzzy Sets and Systems 152 (1), 103-123, 2005"
Space allocation: An analysis of higher education requirements,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:txeM2kYbVNMC,"EK Burke, DB Varley","International Conference on the Practice and Theory of Automated Timetabling …, 1997"
A time predefined variable depth search for nurse rostering,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:xtoqd-5pKcoC,"EK Burke, T Curtois, R Qu, GV Berghe","INFORMS Journal on Computing, 2007"
A memetic algorithm to schedule planned maintenance for the national grid,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:_axFR9aDTf0C,"EK Burke, AJ Smith","Journal of Experimental Algorithmics (JEA) 4, 1-es, 1999"
A fuzzy approach to addressing uncertainty in airport ground movement optimisation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:8p8iYwVyaVcC,"AEI Brownlee, M Weiszer, J Chen, S Ravizza, JR Woodward, EK Burke","Transportation Research Part C: Emerging Technologies 92, 150-175, 2018"
Effective heuristic and metaheuristic approaches to optimize component placement in printed circuit board assembly,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:SpbeaW3--B0C,"EK Burke, PI Cowling, R Keuthen","Proceedings of the 2000 Congress on Evolutionary Computation. CEC00 (Cat. No …, 2000"
Hybrid population-based metaheuristic approaches for the space allocation problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:TIZ-Mc8IlK0C,"EK Burke, P Cowling, JDL Silva","Proceedings of the 2001 Congress on Evolutionary Computation (IEEE Cat. No …, 2001"
A multi-stage approach for the thermal generator maintenance scheduling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:PVjk1bu6vJQC,"EK Burke, AJ Smith","Proceedings of the 1999 Congress on Evolutionary Computation-CEC99 (Cat. No …, 1999"
A branch and bound algorithm for the cyclic job-shop problem with transportation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:FiDNX6EVdGUC,"P Brucker, EK Burke, S Groenemeyer","Computers & Operations Research 39 (12), 3200-3214, 2012"
Shared Potential Fields and their place in a multi-robot co-ordination taxonomy,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:jL-93Qbq4QoC,"JL Baxter, EK Burke, JM Garibaldi, M Norman","Robotics and Autonomous Systems 57 (10), 1048-1055, 2009"
Is increased diversity in genetic programming beneficial? an analysis of lineage selection,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:kz9GbA2Ns4gC,"EK Burke, S Gustafson, G Kendall, N Krasnogor","The 2003 Congress on Evolutionary Computation, 2003. CEC'03. 2, 1398-1405, 2003"
"Toward a more realistic, cost-effective, and greener ground movement through active routing: a multiobjective shortest path approach",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:PVqtIyvKoSUC,"J Chen, M Weiszer, G Locatelli, S Ravizza, JA Atkin, P Stewart, EK Burke","IEEE Transactions on Intelligent Transportation Systems 17 (12), 3524-3540, 2016"
Asynchronous cooperative local search for the office-space-allocation problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:86PQX7AUzd4C,"D Landa-Silva, EK Burke","INFORMS Journal on Computing 19 (4), 575-587, 2007"
Knowledge discovery in hyper-heuristic using case-based reasoning on course timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:p__nRnzSRKYC,"E Burke, BL MacCarthy, S Petrovic, R Qu",
Combining hybrid metaheuristics and populations for the multiobjective optimisation of space allocation problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:-FonjvnnhkoC,"EK Burke, P Cowling, JD Landa Silva, S Petrovic","Proceedings of the 2001 Genetic and Evolutionary Computation Conference …, 2001"
The printed circuit board assembly problem: heuristic approaches for multi-headed placement machinery,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:4MWp96NkSFoC,"E Burke, P Cowling, R Keuthen","Proc. of the IC-AI2001, Las Vegas, CSREA Press (2001, 2001"
Heuristic search for the coupled runway sequencing and taxiway routing problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:q1zXlPLtbUIC,"U Benlic, AEI Brownlee, EK Burke","Transportation Research Part C: Emerging Technologies 71, 333-355, 2016"
Improved squeaky wheel optimisation for driver scheduling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:OR75R8vi5nAC,"U Aickelin, EK Burke, J Li","Parallel Problem Solving from Nature-PPSN IX, 182-191, 2006"
A Puzzle to challenge genetic programming,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:NXb4pA-qfm4C,"E Burke, S Gustafson, G Kendall","European Conference on Genetic Programming, 238-247, 2002"
Case-based heuristic selection for examination timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:4n0clTBhZ78C,"EK Burke, S Petrovic, R Qu","Proceedings of the SEAL 2, 277-281, 2002"
A mixed integer programming model for the cyclic job-shop problem with transportation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:F2UWTTQJPOcC,"P Brucker, EK Burke, S Groenemeyer","Discrete applied mathematics 160 (13-14), 1924-1935, 2012"
Construction of examination timetables based on ordering heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:artPoR2Yc-kC,"SA Rahman, A Bargiela, EK Burke, E Ozcan, B McCollum","2009 24th International Symposium on Computer and Information Sciences, 680-685, 2009"
Search strategies in structural bioinformatics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:4fGpz3EwCPoC,"MT Oakley, D Barthel, Y Bykov, JM Garibaldi, EK Burke, N Krasnogor, ...","Current Protein and Peptide Science 9 (3), 260-274, 2008"
Metaheuristic enhancements of the best-fit heuristic for the orthogonal stock cutting problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:bz8QjSJIRt4C,"E Burke, G Kendall, G Whitwell","Submitted in INFORMS, 2006"
The multi-funnel structure of TSP fitness landscapes: a visual exploration,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:M_lZXyI38BkC,"G Ochoa, N Veerapen, D Whitley, EK Burke","International Conference on Artificial Evolution (Evolution Artificielle), 1-13, 2015"
Ceilidh as a course management support system,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Ri6SYOTghG4C,"S Benford, E Burke, E Foxley, N Gutteridge, AM Zin","Journal of Educational Technology Systems 22 (3), 235-250, 1994"
Automated scheduling of university exams,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:URolC5Kub84C,"EK Burke, DG Elliman, R Weare","IEE Colloquium on Resource Scheduling for Large Scale Planning Systems, 3/1-3/4, 1993"
A tutorial on multiobjective metaheuristics for scheduling and timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:OcBU2YAGkTUC,"JL Silva, E Burke","Multiple Objective Meta-Heuristics, 2004"
Using diversity to guide the search in multi-objective optimization,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:bKqednn6t2AC,"JDL Silva, EK Burke","Applications of multi-objective evolutionary algorithms, 727-751, 2004"
An integer linear programming model for the radiotherapy treatment scheduling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:HDshCWvjkbEC,"EK Burke, P Leite-Rocha, S Petrovic","arXiv preprint arXiv:1103.3391, 2011"
Progress control in iterated local search for nurse rostering,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Wp0gIr-vW9MC,"EK Burke, T Curtois, LF Van Draat, JK van Ommeren, G Post","Journal of the Operational Research Society 62 (2), 360-367, 2011"
A new local search approach with execution time as an input parameter,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:kh2fBNsKQNwC,"EK Burke, Y Bykov, JP Newall, S Petrovic","Computer Science Technical Report NOTTCS-TR-2002-3, University of Nottingham, 2002"
A memetic algorithm to schedule planned grid maintenance,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:LI9QrySNdTsC,"EK Burke, AJ Smith","Proc. Int. Conf. on Computational Intelligence for Modelling Control and …, 1999"
Courseware to support the teaching of programming,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:M7yex6snE4oC,"S Benford, E Burke, E Foxley","Proceedings of the Conference on Developments in the Teaching of Computer …, 1992"
A greedy gradient-simulated annealing hyper-heuristic for a curriculum-based course timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:kzcSZmkxUKAC,"M Kalender, A Kheiri, E Özcan, EK Burke","2012 12th UK Workshop on Computational Intelligence (UKCI), 1-8, 2012"
Metaheuristics for the bi-objective ring star problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:5icHVeHT4IsC,"A Liefooghe, L Jourdan, M Basseur, EG Talbi, EK Burke","European Conference on Evolutionary Computation in Combinatorial …, 2008"
Sampling of unique structures and behaviours in genetic programming,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:a9-T7VOCCH8C,"S Gustafson, EK Burke, G Kendall","European Conference on Genetic Programming, 279-288, 2004"
Analysing similarity in exam timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:sNmaIFBj_lkC,"E Burke, A Eckersley, B McCollum, S Petrovic, R Qu",
A new adaptive heuristic framework for examination timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:_FM0Bhl9EiAC,"EK Burke, JP Newall","University of Nottingham, Working Group on Automated Timetabling, TR-2002-1 …, 2002"
Automating space allocation in higher education,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:0izLItjtcgwC,"EK Burke, DB Varley","Asia-Pacific Conference on Simulated Evolution and Learning, 66-73, 1998"
"Practice and Theory of Automated Timetabling II: Second International Conference, PATAT97 Toronto, Canada, August 2022, 1997 Selected Papers",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Lo8V22OuN40C,"E Burke, M Carter","Springer-Verlag, 1998"
A modified choice function hyper-heuristic controlling unary and binary operators,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:VRfTbSk87rEC,"JH Drake, E Özcan, EK Burke","2015 IEEE Congress on Evolutionary Computation (CEC), 3389-3396, 2015"
An analysis of constructive algorithms for the airport baggage sorting station assignment problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:eI34FqJmdUoC,"A Ascó, JAD Atkin, EK Burke","Journal of Scheduling 17 (6), 601-619, 2014"
A hyper-heuristic approach to sequencing by hybridization of DNA sequences,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:u_35RYKgDlwC,"J Blazewicz, EK Burke, G Kendall, W Mruczkiewicz, C Oguz, A Swiercz","Annals of Operations Research 207 (1), 27-41, 2013"
A component-based heuristic search method with evolutionary eliminations for hospital personnel scheduling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Zph67rFs4hoC,"J Li, U Aickelin, EK Burke","INFORMS Journal on Computing 21 (3), 468-479, 2009"
The effect of the planning horizon and the freezing time on take-off sequencing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:OTTXONDVkokC,"JAD Atkin, EK Burke, JS Greenwood, D Reeson","Proceedings of the 2nd international conference on research in air …, 2006"
Applying Evolutionary Algorithms and the No Fit Polygon to the a Nesting Problem.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Q3-QASNKTMEC,"EK Burke, G Kendall","IC-AI, 51-57, 1999"
Multi-objective aspects of the examination timetabling competition track,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:jgBuDB5drN8C,"EK Burke, B McCollum, P McMullan, AJ Parkes","Proceedings of PATAT, 3119-3126, 2008"
Early experiences of computer-aided assessment and administration when teaching computer programming,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ZzlSgRqYykMC,"S Benford, E Burke, E Foxley, N Gutteridge, AM Zin","ALT-J 1 (2), 55-70, 1993"
A choice function hyper-heuristic framework for the allocation of maintenance tasks in Danish railways,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:NZNkWSpQBv0C,"SM Pour, JH Drake, EK Burke","Computers & Operations Research 93, 15-26, 2018"
Modified choice function heuristic selection for the multidimensional knapsack problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Y0-TYkg6YM4C,"JH Drake, E Özcan, EK Burke","Genetic and evolutionary computing, 225-234, 2015"
A space-indexed formulation of packing boxes into a larger box,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:7wO8s98CvbsC,"SD Allen, EK Burke, J Mareček","Operations research letters 40 (1), 20-24, 2012"
The airport baggage sorting station allocation problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=200&pagesize=100&citation_for_view=rUHfmpQAAAAJ:bFI3QPDXJZMC,"A Ascó, JAD Atkin, EK Burke","In proceedings of the 5th Multidisciplinary International Conference on …, 2011"
