title,link,authors,publication
Feature based prediction for airline schedule robustness,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:6bLC7aUMtPcC,"E Burke, P De Causmaecker, G De Maere, J Mulder, M Paelinck, ...","proceedings of CASPT 2006, Leeds, UK, 2006"
Optime: Integrating Research Expertise with Institutional Requirements,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:3NQIlFlcGxIC,"EK Burke, G Kendall, B McCollum, P McMullan, J Newall","software demonstration at PATAT06, 2006"
A hybrid tabu search evaluation of holding point entrance allocation methods for departures at London Heathrow airport,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:hsZV8lGYWTMC,"JAD Atkin, EK Burke, JS Greenwood, D Reeson","proceedings of the 6th Metaheuristics International Conference (MIC), Vienna …, 2005"
Hybrid metaheuristics to aid runway scheduling under uncertainty at London Heathrow airport.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:KaMxkj08jr0C,"JAD Atkin, EK Burke, JS Greenwood, D Reeson","proceedings of the Models and Algorithms for Planning and Scheduling …, 2005"
Analysing the High Level Heuristics within a Graph Based Hyper-heuristic,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:UebtZRa9Y70C,"R Qu, EK Burke",
"Parallel Problem Solving from Nature-PPSN VIII: 8th International Conference, Birmingham, UK, September 18-22, 2004, Proceedings",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:iH-uZ7U-co4C,"X Yao, E Burke, JA Lozano, J Smith, JJ Merelo-Guervós, JA Bullinaria, ...","Springer, 2004"
Multiple-Retrieval Case-Based Reasoning for Course Timetabling Problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:e9bUPLv0EjcC,"E Burke, B MacCarthy, S Petrovic, R Qu","University of Nottingham, 2004"
Is genetic programming a sensible research direction for timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:AXkvAH5U_nMC,"EK Burke, S Gustafson, G Kendall","Proceedings of the 4th International Conference on the Practice and Theory …, 2002"
Examination Timetabling-A Multicriteria Approach to Examination Timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:oFn-K-OQSCAC,"EK Burke, Y Bykov, S Petrovic","Lecture notes in computer science 2079, 118-131, 2001"
An efficient hybrid algorithm for nurse rostering problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:jFemdcug13IC,"R Bai, EK Burke, G Kendall, B McCollum","European Journal of Operations Research 2, 1-10, 2000"
Applying evolutionary algorithms and the no fit polygon to the nesting problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Ade32sEp0pkC,"G Kendall, E Burke","IC-AI, 1999"
Automatically Grading Customer Confidence in a Formal Specification,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ZeXyd9-uunAC,"Z Shukur, E Burke, E Foxley","Journal of Computing in Higher Education 11 (1), 86-119, 1999"
An iterative re-start variable neighbourhood search for the examination timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:1Aeql8wG3wEC,"M Ayob, EK Burke, G Kendall","PRACTICE AND THEORY OF AUTOMATED TIMETABLING. LNCS, 1996"
Unification in partially commutative semigroups,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:9yKSN-GCB0IC,EK Burke,"Journal of Automated Reasoning 12 (2), 209-223, 1994"
Course developer’s Guide to CEILIDH,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:hC7cP41nSMkC,"S Benford, E Burke, E Foxley","System, 1994"
Consciousness raising through automated assessment,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:BmWJbWwHJAwC,"S Benford, E Burke, E Foxley, ...","University of Nottingham, Computer Science Department, 1992"
Student’s Guide to CEILIDH,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:u9iWguZQMMsC,"S Benford, E Burke, E Foxley","System, LTR, 1992"
Genetic Programming,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:yY3RG6sOEgwC,"S Gustafson, EK Burke, G Kendall","chapter Sampling of Unique Structures and Behaviours in Genetic Programming …, 0"
Journal of Scheduling (2022),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:PklR0melJeUC,E Burke,"Journal of Scheduling, 1-1, 2022"
Preface: The practice and theory of automated timetabling (2018),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:6IBXqrN-DEwC,"Ö Ender, EK Burke, B McCollum, M Nysret","Annals of Operations Research 302 (2), 339-340, 2021"
Preface: The practice and theory of automated timetabling (2018),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:6pF0wJmtdfAC,"E Özcan, EK Burke, L Di Gaspero, B McCollum, N Musliu","Annals of Operations Research 302 (2), 339-340, 2021"
Methods and sources for underpinning airport Ground Movement decision support systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:IExZWSxeYXUC,"A Brownlee, J Atkin, J Woodward, E Burke",
"Data for the paper"" A Fuzzy Approach to Addressing Uncertainty in Airport Ground Movement Optimisation""",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ybfzIt2tCtgC,"AEI Brownlee, M Weiszer, J Chen, S Ravizza, JR Woodward, EK Burke","University of Stirling. Faculty of Natural Sciences, 2018"
The Practice and Theory of Automated Timetabling (2014) Preface,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:yZoBfgUKqwcC,"E Ozcan, EK Burke, B McCollum","ANNALS OF OPERATIONS RESEARCH 252 (2), 213-214, 2017"
A choice function hyper-heuristic framework for the allocation of maintenance tasks in Danish railways,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:9tXw7Op4-u0C,"S Mohammad Pour, JH Drake, EK Burke",
A multi-agent based cooperative approach to scheduling and routing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:FQ36aI_S1AEC,"D Ouelhadj, P Beullens, E Ozcan, ÁA Juan Pérez, EK Burke, S Martin","European Journal of Operational Research, 2016, 254 (1), 2016"
Air traffic control about to let pilots plan their own routes–but don’t worry,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:rFyVMFCKTwsC,"A Brownlee, E Burke, U Benlic","The Conversation, 2014"
The Effects of the Planning Horizon on Heathrow TSAT Allocation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:bVQMTfhMCi4C,"G De Maere, J Atkin, E Burke",
Journal of Scheduling (2014),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:-uzm3Y7AvW0C,"E Burke, M Pinedo","Journal of Scheduling 17 (1), 1-2, 2014"
Predictive scheduling for optimal cloud configuration,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:yTLRzDEmwhEC,"MG Epitropakis, B Andrea, M Aldinucci, P Emily, EK Burke","International Conference on the Practice and Theory of Automated Timetabling …, 2014"
"Transport scheduling: Meeting the challenges of scale, complexity and uncertainty",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:T_ojBgVMvoEC,"M Wallace, N Boland, E Burke","Computers and Operations Research 40 (3), 655-656, 2013"
A New Approach to Packing Non-Convex Polygons Using the No Fit Polygon and,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:R22Rs3tN8aoC,"E Burke, G Kendall","Adaptive Computing in Design and Manufacture V, 193, 2012"
Practice and Theory of Automated Timetabling (2008) Preface,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:s1ouQE5r0WUC,"E Burke, M Gendreau","ANNALS OF OPERATIONS RESEARCH 194 (1), 1-1, 2012"
A scatter search methodology for the nurse rostering problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Xl6nMSl579sC,"EK Burke, T Curtois, R Qu, G Vanden Berghe","Operations Research Management Science 52 (4), 375, 2012"
Automated heuristic design,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:mB3voiENLucC,"G Ochoa, MV Hyde, EK Burke","Proceedings of the 13th annual conference companion on Genetic and …, 2011"
"Cutting, Packing, Layout, and Space Allocation Preface",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:rLGzs9wiiwIC,"G Kendall, K Daniels, EK Burke","ANNALS OF OPERATIONS RESEARCH 179 (1), 1-3, 2010"
Journal of Scheduling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:HGTzPopzzJcC,"EK Burke, M Pinedo, S van de Velde","Journal of Scheduling 12 (1), 1-2, 2009"
Multi-Objective Approaches to Investigate Airline Schedule Robustness,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:mVmsd5A6BfQC,"EK Burke, P De Causmaecker, E Sabbelaan, G De Maere, J Mulder, ...",
Variability of Integer Programming Models of Course Timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:HqhvjgTjE9cC,"EK Burke, J Marecek, H Rudová",
Selected papers from the Dagstuhl workshop,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:XiSMed-E-HIC,"J Blazewicz, E Burke, K Ecker, E Pesch, D Trystram","Journal of Scheduling 10 (2), 85, 2007"
Investigating Ahuja-Orlin's large neighbourhood search approach for examination timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:j3f4tGmQtD8C,"S Ahmadi, S Abdullah, E Burke, M Dror","Springer Verlag, 2007"
The 2007 IEEE Computational Intelligence in Scheduling Symposium (CISsched),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:tFzHCjejgA0C,"H Abbass, S Abdullah, S Ahmadi, U Aickelin, H Alfares, M Ayob, R Bai, ...","IEEE, 2007"
"Practice and Theory of Automated Timetabling VI, Revised Selected Papers",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Oj-SLI0tZTcC,"E Burke, H Rudová",
Making Airline Schedules More Robust,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:dfsIfKJdRG4C,"EK Burke, P De Causmaecker, G De Maere, J Mulder, M Paelinck","Multi-disciplinary Scheduling: Theory and Applications, 79, 2007"
"07112 Abstracts Collection--Cutting, Packing, Layout and Space Allocation",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:RYcK_YlVTxYC,"E Burke, KM Daniels, G Kendall","Dagstuhl Seminar Proceedings, 2007"
Multi-objective improvement of robustness in airline schedules,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:5nxA0vEk-isC,"E Burke, P De Causmaecker, G De Maere, J Mulder, M Paelinck, ...","proceedings of the AGIFORS Airline operations meeting, Denver, Colorado, USA …, 2007"
"07112 Summary--Cutting, Packing, Layout and Space Allocation",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ufrVoPGSRksC,"E Burke, KM Daniels, G Kendall","Dagstuhl Seminar Proceedings, 2007"
Proceedings of the 6th international conference on Practice and theory of automated timetabling VI,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:UarirCmVI0EC,"EK Burke, H Rudová","Springer-Verlag, 2006"
Using a Randomised Iterative Improvement Algorithm with Composite Neighbourhood Structures for Course Timetabliing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:L8Ckcad2t8MC,"B McCollum, S Abdullah, E Burke","MIC 05: The 6th Meta-Heuristic International Conference,, 2006"
A Component Based Heuristic Search Method with Adaptive Perturbations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:5bfplxN71z4C,"J Li, U Aickelin, E Burke","School of Computer Science and Information Technology, University of Nottingham, 2006"
Tabu based large neighbourhood search for the capacitated examination timetabling problem.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:gFrPXmx1TSsC,"S Abdullah, S Ahmadi, E Burke, M Dror",
Examination Timetabling: A New Formulation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:4JMBOYKVnBMC,"P McMullan, E Burke, B McCollum","PATAT, 2006"
Analysing Similarity in Exam Timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:M3NEmzRMIkIC,"B McCollum, E Burke","5th international conference on the Practice and Theory of Automated …, 2005"
An Investigation of variable neighbourhood search for the course timetabling problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:KxtntwgDAa4C,"B McCollum, S Abdullah, E Burke","The 2nd Multidisciplinary International Conference on Scheduling: Theory and …, 2005"
An Adaptive Multi-threaded Meta-heuristic for the Teaching Space Allocation Problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:PyEswDtIyv0C,"EK Burke, C Beyrouthy, JDL Silva, B McCollum, P McMullan","Proceedings of the 47th Annual Operational Society Conference (OR47), 2005"
A multi-stage hybrid tabu search algorithm for the nurse rostering problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:3s1wT3WcHBgC,"EK Burke, T Curtois, P De Causmaecker, R Qu, G Vanden Berghe","Practice and theory of automated timetabling V, Edmund Burke, Michael A …, 2005"
"Proceedings of the Genetic and Evolutionary Computation-GECCO 2004, Genetic and Evolutionary Computation Conference, Seattle, WA, USA, June 26-30, 2004, Proceedings, Part I",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:rpSJNIKeXWsC,"D Kalyanmoy, P Riccardo, B Wolfgang, HG Beyer, EK Burke, PJ Darwen, ...","Springer-Verlag, 2004"
A new meta-heuristic framework for dynamic selection of forecasting models to determine airline schedule robustness,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:l7t_Zn2s7bgC,"E Burke, P De Causmaecker, G De Maere, J Mulder, M Paelinck","proceedings of the AGIFORS Scheduling and strategic planning group meeting …, 2004"
Solution Methodologies for generating robust Airline Schedules,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:r0BpntZqJG4C,"F Bian, E Burke, S Jain, G Kendall, GM Koole, J Mulder, MCE Paelinck, ...","European Study Group with Industry, 9, 2004"
Job-Machine Duality: The Flip-Flop Problem Representation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:KlAtU1dfN6UC,"M Dror, S Petrovic, E Burke, G Kendall, N Krasnogor",
Similarity Measures for Exam Timetabling Problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:J_g5lzvAfSwC,"B McCollum, R Que, E Burke","1st Multidisciplinary Intl. Conf. on Scheduling: Theory and Applications …, 2003"
Practice and Theory of Automated Timetabling IV: 4th International Conference; Selected Revised Papers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:EsrhoZGmrkoC,EK Burke,"Springer, 2003"
University Course and School Timetabling-Knowledge Discovery in a Hyper-heuristic for Course Timetabling Using Case-Based Reasoning,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:YOwf2qJgpHMC,"EK Burke, BL MacCarthy, S Petrovic, R Qu","Lecture Notes in Computer Science 2740, 276-287, 2003"
"Problem Difficulty, Program Structure, and Genetic Programming Performance: Investigations with Population Measures",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Se3iqnhoufwC,"S Gustafson, A Ekart, E Burke, G Kendall",
Addressing the Availability-Based Laboratory/Tutorial Timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:e0LTWoPxLYMC,"G Lewandowsky, MP Carrasco, MV Pato, P Cowling, G Kendall, ...","Practice and Theory of Automated Timetabling 1153 (224), 355, 2002"
Three methods to automate the space allocation process,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:sgsej9ZJWHMC,"EK Burke, P Cowling, A Silva, B Mccollum","in UK universities. Lecture Notes in Computer Science, 2001"
EvoCOP Papers-Permutation Problems-Effective Local and Guided Variable Neighbourhood Search Methods for the Asymmetric Travelling Salesman Problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:0EnyYjriUFMC,"EK Burke, PI Cowling, R Keuthen","Lecture Notes in Computer Science 2037, 203-212, 2001"
Adapting Cases for Time-tabling Problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:gkldIfsazJcC,EK Burke,"Research and Development in Intelligent Systems XVI: Proceedings of ES99 …, 2000"
AUTOMATED UNIVERSITY TIMETABLING: THE STATE OF THE ART,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:6Zm5LS9gQ5UC,"K JACKSON, JH KINGSTON, R WEARE, E BURKE","COMPUTER JOURNAL 40 (9), x5-571, 1997"
Tutor’s Guide to Ceilidh,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:_FxGoFyzp5QC,"SD Benford, EK Burke, E Foxley, N Gutteridge, AM Zin",
Teacher’s Guide to Ceilidh,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:UeHWp8X0CEIC,"SD Benford, EK Burke, E Foxley",
44. A Course Administration System for Remote Access,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:OU6Ihb5iCvQC,"SD Benford, EK Burke, E Foxley","Computer Assisted and Open Access Education 28, 287, 1995"
Adaptive tie breaking and hybridisation in a graph-based hyper-heuristic for exam timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:uWy0R8PweswC,"A Soghier, R Qu, E Burke",
Robotic Cycles in Cyclic Job-Shop Problems without Buffers and one Transport Robot,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Yw6v6SrDvuUC,"P Brucker, E Burke, J Garibaldi, S Groenemeyer",
Hyper-heuristics generate heuristics for problem classes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:qCpRzq7zkD8C,"E Burke, J Swan, J Woodward",
Multi-Objective Approaches to Investigate Airline Schedule Robustness: the 3-objective case,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:ijdKiLOsEJMC,"EK Burke, P De Causmaecker, G De Maere, J Mulder, M Paelinck",
"Practice and theory of automated timetabling(Edinburgh, August 29- September 1, 1995)",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=400&pagesize=100&citation_for_view=rUHfmpQAAAAJ:UuEBAcK4md4C,"E Burke, P Ross","Lecture notes in computer science, 0"
"PATAT 2000: practice and theory of automated timetabling III(Konstanz, 16-18 August 2000, selected papers)",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=500&pagesize=100&citation_for_view=rUHfmpQAAAAJ:65Yg0jNCQDAC,"E Burke, W Erben","Lecture notes in computer science, 0"
"PATAT'97: practice and theory of automated timetabling II(Toronto ON, 20-22 August 1997)",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=500&pagesize=100&citation_for_view=rUHfmpQAAAAJ:SnGPuo6Feq8C,"E Burke, M Carter","Lecture notes in computer science, 0"
Case for support: An investigation of hyper-heuristic methods,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=500&pagesize=100&citation_for_view=rUHfmpQAAAAJ:QyXJ3EUuO1IC,"P Ross, E Hart, E Burke, P Cowling, G Kendall, S Petrovic",
CONSTRAINT-ORIENTED MULTI-NEIGHBOURHOOD SEARCH FOR NURSE ROSTERING,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=500&pagesize=100&citation_for_view=rUHfmpQAAAAJ:MAUkC_7iAq8C,"DL Silva, E Burke",
A Case Based Heuristic Selection Prototype System for Exam Timetabling Problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=500&pagesize=100&citation_for_view=rUHfmpQAAAAJ:Tiz5es2fbqcC,"EK Burke, A Eckersley, S Petrovic, R Qu",
Student's Guide to CEILIDH* Version 2.5,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=500&pagesize=100&citation_for_view=rUHfmpQAAAAJ:uWQEDVKXjbEC,"SD Benford, EK Burke, E Foxley",
Preference Nurse Scheduling with Squeaky Wheel Optimisation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=500&pagesize=100&citation_for_view=rUHfmpQAAAAJ:HoB7MX3m0LUC,"EK Burke, D Landa-Silva, B Mohamed",
Constructive and local-search based hyperheuristics: A case for hybridisation?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=500&pagesize=100&citation_for_view=rUHfmpQAAAAJ:GnPB-g6toBAC,"E Burke, G Kendall, E Soubeiga, E Costa, J Marín-Blázquez, P Ross",
"GECCO 2004: genetic and evolutionary computation(Seattle WA, 26-30 June 2004)",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=500&pagesize=100&citation_for_view=rUHfmpQAAAAJ:BqipwSGYUEgC,"K Deb, R Poli, W Banzhaf, HG Beyer, E Burke, P Darwen, D Dasgupta, ...","Lecture notes in computer science, 0"
"PATAT 2002: practice and theory of automated timetabling IV(Gent, 21-23 August 2002, selected revised papers)",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rUHfmpQAAAAJ&cstart=500&pagesize=100&citation_for_view=rUHfmpQAAAAJ:qUcmZB5y_30C,"E Burke, P De Causmaecker","Lecture notes in computer science, 0"
